noun,adjective,wiki_similarity,ldp_similarity
angelfish,orange,0.3509988784790039,0.22326815128326416
heart,orange,0.325469434261322,0.2113141119480133
pants,orange,0.47901320457458496,0.1089409738779068
bead,orange,0.34634557366371155,0.5158967971801758
dinosaur,orange,0.34975892305374146,0.5014181137084961
tummy,orange,0.2971820533275604,0.15452799201011658
cat,orange,0.4028227627277374,0.2983231544494629
flag,orange,0.4461974501609802,0.38888809084892273
dot,orange,0.4018552899360657,0.5941784977912903
tail,orange,0.4301326274871826,0.34397998452186584
leg,orange,0.3338783383369446,0.19207556545734406
rock,orange,0.40915027260780334,0.29329201579093933
kitten,orange,0.38267576694488525,0.19452451169490814
truck,orange,0.4344659745693207,0.1425906866788864
ear,orange,0.34470856189727783,0.29530924558639526
piece,orange,0.34483233094215393,0.40496861934661865
fish,orange,0.4233390986919403,0.508378267288208
lip,orange,0.38174116611480713,0.24754050374031067
green,orange,0.725739598274231,0.7193971872329712
peel,orange,0.49065786600112915,0.22680459916591644
carrot,orange,0.502505362033844,0.5802479982376099
bean,orange,0.41433167457580566,0.5362681150436401
baby,orange,0.4020851254463196,0.06631256639957428
skin,orange,0.45222848653793335,0.39935067296028137
scissors,orange,0.331743985414505,0.20333409309387207
cracker,orange,0.365047812461853,0.4975506067276001
mango,orange,0.5229318141937256,0.38356220722198486
slice,orange,0.3525761663913727,0.38161760568618774
marmalade,orange,0.45477917790412903,nan
flower,orange,0.45165592432022095,0.5850309133529663
squid,orange,0.36805710196495056,0.47519659996032715
sword,orange,0.33198803663253784,0.3018130362033844
tree,orange,0.4223451018333435,0.11305813491344452
paint,orange,0.41350170969963074,0.3417949378490448
hat,orange,0.43902337551116943,0.3190661370754242
bird,orange,0.4357959032058716,0.21386031806468964
color,orange,0.5959829092025757,0.412291944026947
circle,orange,0.3838731348514557,0.47453248500823975
broom,orange,0.3200743496417999,0.3598182797431946
pentagon,orange,0.33593615889549255,0.37317121028900146
leaflet,orange,0.31585726141929626,nan
shovel,orange,0.2860614061355591,0.41451215744018555
macaroni,orange,0.33504849672317505,0.5157322883605957
screw,orange,0.293402761220932,0.5119377374649048
packet,orange,0.37241023778915405,0.2507006525993347
tiger,orange,0.4369063675403595,0.29629117250442505
crayon,orange,0.4776597023010254,0.6219386458396912
sequin,orange,0.4169729948043823,nan
ball,orange,0.39151057600975037,0.20875975489616394
zebra,orange,0.42925429344177246,0.4955603778362274
bud,orange,0.36719831824302673,-0.10384199023246765
noodle,orange,0.3248111307621002,0.40625661611557007
peach,orange,0.6280987858772278,0.5673060417175293
letter,orange,0.3861860930919647,0.31911566853523254
train,orange,0.3541783392429352,0.10627595335245132
button,orange,0.4017360210418701,0.280461847782135
container,orange,0.4030027985572815,0.38963550329208374
taste,orange,0.40834081172943115,0.19594646990299225
tower,orange,0.37995243072509766,0.136663019657135
finger,orange,0.3323037624359131,0.2551518976688385
collection,orange,0.34888964891433716,0.14928829669952393
eye,orange,0.4380919933319092,0.5062896013259888
boat,orange,0.4044181704521179,0.26207786798477173
grey,orange,0.6497706770896912,0.5008177161216736
hand,orange,0.351495623588562,0.21023382246494293
belt,orange,0.449459046125412,0.21341702342033386
car,orange,0.4363795518875122,0.19396567344665527
structure,orange,0.34318116307258606,nan
juice,orange,0.608944833278656,0.4961756467819214
tractor,orange,0.35796529054641724,0.29327791929244995
apple,orange,0.5558101534843445,0.7518682479858398
sugar,orange,0.444750040769577,0.5557001233100891
hamster,orange,0.37739354372024536,0.17921516299247742
drop,orange,0.3718269467353821,0.02929030731320381
planet,orange,0.38026854395866394,0.3301629424095154
hippo,orange,0.37157925963401794,0.2817816734313965
arm,orange,0.34009307622909546,0.31122323870658875
monkey,orange,0.45352786779403687,0.22271084785461426
shirt,orange,0.47600290179252625,0.25299984216690063
bag,orange,0.4303324818611145,0.12079817056655884
soda,orange,0.47100937366485596,0.49433231353759766
block,orange,0.3678085505962372,0.5258816480636597
rain,orange,0.38730108737945557,0.264102578163147
guy,orange,0.36838507652282715,0.15602153539657593
colors,orange,0.5735235810279846,0.17206382751464844
bug,orange,0.3621777296066284,0.28659844398498535
balloon,orange,0.41749221086502075,0.5139277577400208
face,pumpkin,0.31874245405197144,0.5082319974899292
bear,pumpkin,0.3313522934913635,0.5914417505264282
head,pumpkin,0.4305686354637146,0.4204913377761841
farm,pumpkin,0.4216049313545227,0.3778175711631775
pie,pumpkin,0.5350905656814575,0.35473549365997314
bread,pumpkin,0.41541987657546997,0.33084553480148315
muffin,pumpkin,0.4948762059211731,0.48175695538520813
basket,toy,0.39228105545043945,0.4629557728767395
train,toy,0.3970836400985718,0.4588698744773865
lizard,toy,0.384609580039978,0.17432549595832825
car,toy,0.5180513858795166,0.5036463737487793
boy,toy,0.5403244495391846,0.25734755396842957
store,toy,0.43375784158706665,0.1277594119310379
bus,toy,0.3979537785053253,0.304385244846344
tub,toy,0.48480457067489624,0.4206387996673584
box,toy,0.4781372845172882,0.5620177388191223
man,toy,0.38702601194381714,0.3389546871185303
board,toy,0.3819194436073303,0.4591864049434662
soldier,toy,0.4371758997440338,nan
house,toy,0.45603513717651367,0.37928420305252075
block,toy,0.35258153080940247,0.5126601457595825
baby,toy,0.5183165669441223,0.1800568401813507
bag,toy,0.42964932322502136,0.5468708276748657
ship,toy,0.44288477301597595,0.3762953579425812
bin,toy,0.3485338091850281,0.41758280992507935
puppy,toy,0.5362396240234375,0.3393559455871582
closet,toy,0.3622041344642639,0.5375857949256897
room,outside,0.42572224140167236,0.24720944464206696
world,outside,0.41960635781288147,0.036871761083602905
line,outside,0.37941649556159973,-0.10296428948640823
lane,outside,0.31609654426574707,nan
house,outside,0.42333555221557617,0.37958234548568726
edge,outside,0.42463958263397217,0.041815243661403656
guy,outside,0.29304683208465576,0.03656277060508728
person,outside,0.31735312938690186,0.07813188433647156
tap,outside,0.35280221700668335,-0.05746594816446304
soccer,outside,0.3155876100063324,0.11381936818361282
basket,outside,0.3196188807487488,0.16974809765815735
window,outside,0.4319230318069458,0.07947203516960144
toilet,outside,0.31281328201293945,0.1196524053812027
kitty,outside,0.24063421785831451,0.042699337005615234
toy,outside,0.3149675726890564,0.15727940201759338
building,outside,0.4551112651824951,0.11486610770225525
wind,outside,0.3141855299472809,0.09233874082565308
theater,outside,0.34546762704849243,0.10633834451436996
shoe,outside,0.27659356594085693,0.1118842363357544
piece,outside,0.31236934661865234,0.04281941056251526
hallway,outside,0.3664330840110779,0.08144329488277435
bird,outside,0.2945803999900818,0.05060116946697235
shell,outside,0.37719038128852844,0.03910820186138153
worm,earth,0.39881426095962524,0.5718560218811035
mark,bite,0.3954864740371704,0.07267488539218903
tire,snow,0.4050880968570709,0.3812258839607239
leopard,snow,0.5754326581954956,0.46421951055526733
book,snow,0.32271093130111694,0.25028860569000244
dog,snow,0.46532347798347473,0.3409680128097534
seal,snow,0.2928725779056549,0.4329583942890167
clothes,snow,0.43068698048591614,0.13981249928474426
ninja,snow,0.361735999584198,0.4338431656360626
boot,snow,0.3773728013038635,0.318520724773407
man,snow,0.4014284312725067,0.42709675431251526
shovel,snow,0.550425112247467,0.4089392423629761
tiger,snow,0.3842936158180237,0.5526165962219238
flake,snow,0.5022470355033875,0.5132561922073364
pants,snow,0.4201013147830963,0.08129911869764328
ball,snow,0.478504478931427,0.2635658085346222
hill,snow,0.4814319908618927,0.33654898405075073
falling,snow,0.4224240183830261,0.16060486435890198
fight,snow,0.2984721064567566,0.13338863849639893
night,snow,0.4336695373058319,0.04667983949184418
melt,snow,0.5397915840148926,0.2010437250137329
light,bright,0.5746868252754211,0.2607411742210388
orange,bright,0.5821866989135742,0.36216551065444946
picture,bright,0.4041559398174286,0.06272461265325546
shirt,bright,0.3607603907585144,-0.028986845165491104
star,bright,0.4660186171531677,0.3809935450553894
tail,bright,0.36378371715545654,0.3093051314353943
color,bright,0.4664413630962372,0.2538805305957794
paper,bright,0.3260709047317505,0.028454210609197617
pink,bright,0.562470018863678,0.42884188890457153
moonlight,bright,0.476927250623703,0.377824604511261
beak,bright,0.305034339427948,0.39404988288879395
punch,bright,0.2960904538631439,0.29047250747680664
sun,bright,0.48365283012390137,0.44696280360221863
feather,bright,0.3340599536895752,0.41690346598625183
leaf,bright,0.3622945547103882,0.35090190172195435
hair,bright,0.3705635070800781,0.10614939779043198
child,bright,0.3471195697784424,0.39038074016571045
boy,bright,0.4124895930290222,0.03731181472539902
colors,bright,0.48271143436431885,0.20165716111660004
tomato,bright,0.35240620374679565,0.4408016800880432
crayon,bright,0.39380550384521484,0.2584940791130066
man,bright,0.34574243426322937,0.20181849598884583
red,bright,0.5798224210739136,0.46578970551490784
spot,bright,0.4752531051635742,0.03634323924779892
game,football,0.6269717812538147,nan
match,football,0.42437562346458435,nan
teacher,football,0.42446136474609375,nan
stripe,navy,0.4119888246059418,nan
skirt,navy,0.3746316432952881,nan
coat,navy,0.4220660626888275,nan
shorts,navy,0.38922134041786194,nan
sweater,navy,0.44231218099594116,nan
ring,ear,0.4543551802635193,0.49528926610946655
infection,ear,0.48768287897109985,0.2476225048303604
plug,ear,0.37100672721862793,0.41759374737739563
drum,ear,0.44104617834091187,0.42176926136016846
hole,ear,0.3860069811344147,0.38775181770324707
phone,ear,0.4372904300689697,0.48564350605010986
lobe,ear,0.534797728061676,nan
door,room,0.5686426162719727,0.3998093605041504
suite,room,0.564933717250824,nan
table,room,0.5105389952659607,0.276599645614624
clock,room,0.42363491654396057,0.1149144172668457
slipper,room,0.35956382751464844,0.10767744481563568
closet,room,0.5947244167327881,0.6446030139923096
sweet,room,0.30979278683662415,-0.1312979757785797
bathroom,room,0.654638409614563,0.2641739845275879
piece,puzzle,0.6035076975822449,0.49004513025283813
pile,puzzle,0.3981439471244812,0.38391202688217163
book,puzzle,0.4229784905910492,0.5817033648490906
maker,puzzle,0.3726333677768707,0.0423685684800148
box,puzzle,0.4214663505554199,0.4464215040206909
board,puzzle,0.3757566809654236,0.46250206232070923
game,puzzle,0.5351027250289917,0.5904052257537842
screen,dark,0.37318241596221924,0.35296472907066345
green,dark,0.5886375904083252,0.5514346361160278
line,dark,0.4038248658180237,0.2608622610569
flower,dark,0.36258599162101746,0.6729363799095154
eye,dark,0.4482066333293915,0.299186646938324
forest,dark,0.44366225600242615,0.45650219917297363
cloud,dark,0.4841870069503784,0.5602786540985107
ceiling,dark,0.37195849418640137,0.33002597093582153
side,dark,0.48302528262138367,0.21204476058483124
sky,dark,0.5444562435150146,0.6307803392410278
hair,dark,0.4895959496498108,0.1394394487142563
ball,dark,0.3189700245857239,0.1943756639957428
bikini,dark,0.29657742381095886,0.2263915240764618
shadow,dark,0.5585718154907227,0.4609161615371704
tunnel,dark,0.41584792733192444,0.5475202798843384
chap,dark,0.30372241139411926,nan
rock,dark,0.43826013803482056,0.17793850600719452
picture,dark,0.43732595443725586,0.24239502847194672
rabbit,dark,0.3700018525123596,0.3080313205718994
mulch,dark,0.3131033778190613,nan
night,dark,0.5478692054748535,0.07351267337799072
color,dark,0.4881315529346466,0.26046618819236755
turquoise,dark,0.5034463405609131,0.3134384751319885
room,dark,0.4456079602241516,0.17634764313697815
paint,dark,0.3685142397880554,0.07478804141283035
glasses,dark,0.3951244354248047,0.12064753472805023
yard,dark,0.28960251808166504,0.2754901051521301
brown,dark,0.6681177616119385,0.5654754638671875
food,dark,0.36392420530319214,0.11465375125408173
purple,dark,0.607063353061676,0.5528776049613953
woods,dark,0.45174652338027954,0.3741292357444763
ring,dark,0.4023498296737671,0.3038712739944458
orange,dark,0.5604087114334106,0.416019082069397
lollipop,dark,0.28405648469924927,0.41856175661087036
pink,dark,0.5637534856796265,0.48581966757774353
light,dark,0.6721941232681274,0.4503762722015381
pet,dark,0.3417506515979767,-0.06502123177051544
suit,dark,0.32517537474632263,0.2468615472316742
bath,dark,0.36286017298698425,0.1112319752573967
leaf,dark,0.3715743124485016,0.4463881254196167
snake,dark,0.37927761673927307,0.42513829469680786
lounge,dark,0.36505603790283203,nan
mask,bear,0.36962050199508667,0.504827082157135
mama,bear,0.38167399168014526,0.2635180354118347
sleeping,bear,0.3573763966560364,0.1357751488685608
walking,bear,0.3385857343673706,0.06646925210952759
cave,bear,0.34535276889801025,0.404920369386673
hunt,bear,0.4453345239162445,0.4023575186729431
boob,bear,0.17616420984268188,nan
family,bear,0.28932541608810425,0.2786727547645569
cub,bear,0.4215140640735626,0.3388119041919708
eye,bear,0.37618541717529297,0.35266661643981934
track,bear,0.3498494625091553,0.1615968644618988
head,bear,0.40151774883270264,0.30173301696777344
shoe,bear,0.29177120327949524,0.3401281237602234
puzzle,bear,0.2320760190486908,0.17411494255065918
book,bear,0.34910309314727783,0.2475104033946991
cry,bear,0.39781999588012695,0.16353321075439453
tooth,bear,0.34613102674484253,0.299000084400177
cookie,bear,0.274444580078125,0.31366127729415894
pants,bear,0.28788861632347107,0.07971379905939102
costume,bear,0.3030908703804016,0.37389543652534485
face,bear,0.4834522604942322,0.32091158628463745
hunter,bear,0.43145641684532166,0.420993834733963
growl,bear,0.37182924151420593,0.26509541273117065
mitten,bear,0.26963770389556885,0.3886130452156067
workshop,bear,0.23811325430870056,nan
teddy,bear,0.5516987442970276,0.6735963821411133
jump,bear,0.36434757709503174,0.06708692014217377
home,bear,0.34158363938331604,-0.006860695779323578
test,blood,0.4009554982185364,0.5893722772598267
cell,blood,0.39892351627349854,0.3465668857097626
vessel,blood,0.4733259975910187,nan
check,blood,0.3233012557029724,0.020293455570936203
checker,blood,0.1951724886894226,0.5239608883857727
diaper,pee,0.47778522968292236,0.4455066919326782
pod,pee,0.3182964324951172,0.0865245908498764
head,apple,0.3641974925994873,0.09980291873216629
slice,apple,0.4323158860206604,0.45425552129745483
tea,apple,0.38095301389694214,0.5896303653717041
cookie,apple,0.4340553879737854,0.6526150703430176
farm,apple,0.43706750869750977,0.09871303290128708
butter,apple,0.4371563196182251,0.46464401483535767
snack,apple,0.453596830368042,0.4918655455112457
sauce,apple,0.430935263633728,0.6456630825996399
green,apple,0.40887898206710815,0.3175197243690491
oatmeal,apple,0.4289424419403076,0.6905657649040222
cinnamon,apple,0.47772687673568726,0.43977251648902893
skin,apple,0.4254271388053894,0.46140459179878235
tree,apple,0.5624256134033203,0.11945714056491852
juice,apple,0.5811988115310669,0.6800791025161743
cider,apple,0.6017017960548401,0.47937682271003723
core,apple,0.3054811656475067,0.2261347472667694
pie,apple,0.5772964358329773,0.6098136901855469
barrel,apple,0.4002780318260193,0.2810823321342468
juicer,apple,0.3424147963523865,nan
book,apple,0.3648923933506012,0.24639394879341125
feast,apple,0.36464956402778625,0.2421863079071045
publisher,dictionary,0.41973114013671875,nan
writer,dictionary,0.44576287269592285,nan
toy,riding,0.3938867747783661,0.12511658668518066
horse,riding,0.6186815500259399,0.3628232777118683
pool,baby,0.3420557677745819,0.3271779417991638
hippo,baby,0.5161924362182617,0.3883415758609772
penguin,baby,0.3867363929748535,0.406739741563797
elephant,baby,0.4943702220916748,0.33347445726394653
stroller,baby,0.5719135999679565,0.43949759006500244
bunny,baby,0.46801507472991943,0.54189532995224
food,baby,0.431598961353302,0.29755717515945435
piggy,baby,0.39047521352767944,0.5206175446510315
boy,baby,0.6401687860488892,0.45065879821777344
ostrich,baby,0.363722026348114,0.21477141976356506
sheep,baby,0.4652439057826996,0.3309401273727417
parrot,baby,0.3872807025909424,0.2816471457481384
panda,baby,0.532288670539856,0.3591221868991852
bottle,baby,0.5286601781845093,0.4926867187023163
pumpkin,baby,0.4714917838573456,0.43814706802368164
blanket,baby,0.40659454464912415,0.4968116879463196
room,baby,0.44525575637817383,0.24509230256080627
piglet,baby,0.48481959104537964,0.34245598316192627
toy,baby,0.5183165669441223,0.1800568401813507
exercise,baby,0.269625186920166,0.2027745246887207
game,baby,0.4187006950378418,0.07615161687135696
sweater,baby,0.4033242464065552,0.3708021342754364
lion,baby,0.44148677587509155,0.3447670638561249
heart,baby,0.4163978099822998,0.36523324251174927
basket,baby,0.4071207642555237,0.23646757006645203
spoon,baby,0.45897623896598816,0.33022892475128174
doll,baby,0.5702533721923828,0.4913937747478485
leaf,baby,0.37140536308288574,0.25377631187438965
dog,baby,0.4917554557323456,0.5623399019241333
bounce,baby,0.3219364285469055,0.09529156982898712
song,baby,0.41089004278182983,0.1709299087524414
crayon,baby,0.3916723132133484,0.16108551621437073
meat,baby,0.4289359748363495,0.2735207974910736
brother,baby,0.46948665380477905,0.5602142214775085
book,baby,0.3865654170513153,0.1627369225025177
chair,baby,0.40607714653015137,0.28289735317230225
cub,baby,0.5245838165283203,0.23217877745628357
worm,baby,0.3674580156803131,0.26279398798942566
pig,baby,0.4672980308532715,0.5028119087219238
wipe,baby,0.27213242650032043,0.1352931410074234
booty,baby,0.3870352506637573,0.3394772708415985
sock,baby,0.3917352557182312,0.3679060935974121
monkey,baby,0.5229716300964355,0.47769755125045776
raccoon,baby,0.4525110125541687,0.28687751293182373
person,baby,0.43274950981140137,0.3393007516860962
nose,baby,0.45380595326423645,0.37416785955429077
rabbit,baby,0.4592158794403076,0.4780026972293854
giraffe,baby,0.46633273363113403,0.3940190076828003
gorilla,baby,0.5165410041809082,0.3677350580692291
beluga,baby,0.4395304322242737,nan
platypus,baby,0.4135637581348419,nan
chick,baby,0.5057956576347351,0.47791141271591187
voice,baby,0.3662092387676239,0.35422053933143616
bubble,baby,0.4167982339859009,0.36134687066078186
stick,baby,0.3613196313381195,-0.06166696920990944
body,baby,0.4358038604259491,0.3094998598098755
step,baby,0.385964572429657,-0.0031467005610466003
picture,baby,0.43775543570518494,0.19910675287246704
jaguar,baby,0.42622455954551697,0.23027467727661133
duck,baby,0.37661343812942505,0.4816741943359375
swing,baby,0.3780420422554016,0.3120945692062378
chicken,baby,0.49605506658554077,0.3960552215576172
tiger,baby,0.5032401084899902,0.5174240469932556
bag,baby,0.5058196187019348,0.3047102093696594
cat,baby,0.45815759897232056,0.44504815340042114
bath,baby,0.5388414263725281,0.270068883895874
clothes,baby,0.47379276156425476,0.30825722217559814
tooth,baby,0.4564097821712494,0.31674909591674805
girl,baby,0.6046544313430786,0.4767754375934601
alligator,baby,0.4753868877887726,0.32880038022994995
dinosaur,baby,0.45451682806015015,0.3291274905204773
powder,baby,0.38812682032585144,0.24648545682430267
dish,baby,0.39040639996528625,0.33520668745040894
carrot,baby,0.39323681592941284,0.3348429799079895
puppy,baby,0.5806763172149658,0.7000216841697693
seat,baby,0.37204378843307495,0.37835270166397095
animal,baby,0.4500848352909088,0.04855121299624443
ice,baby,0.3891676962375641,0.13104993104934692
goat,baby,0.4557298421859741,0.45168089866638184
owl,baby,0.4221475422382355,0.19092723727226257
seal,baby,0.35894688963890076,0.40029725432395935
cup,baby,0.3628484010696411,0.31686457991600037
eagle,baby,0.41030964255332947,0.11902537941932678
jogger,baby,0.3657107651233673,nan
alarm,baby,0.3570812940597534,0.13048630952835083
cot,baby,0.5578604936599731,nan
bear,baby,0.4096653163433075,0.5294132828712463
moon,baby,0.4341331422328949,0.3547210097312927
buggy,baby,0.44999629259109497,0.3374605178833008
mama,baby,0.6473592519760132,0.4580724239349365
turtle,baby,0.49493923783302307,0.3267920911312103
bee,baby,0.36485394835472107,0.26060235500335693
bird,baby,0.4571150541305542,0.5693748593330383
talk,baby,0.3133493661880493,0.01527872122824192
snail,baby,0.3727360665798187,0.25653693079948425
deer,baby,0.4163375496864319,0.3907037079334259
hair,baby,0.49330607056617737,0.2854291796684265
fish,baby,0.4823113977909088,0.338731974363327
side,back,0.5185039639472961,0.29732373356819153
flip,back,0.45820578932762146,0.10366867482662201
porch,back,0.45126765966415405,0.3016533851623535
alley,back,0.3732506334781647,0.15668095648288727
seat,back,0.4332233965396881,0.3813156485557556
door,back,0.4817451238632202,0.336639404296875
ride,back,0.44268473982810974,0.2693813443183899
window,back,0.40389031171798706,0.2679131031036377
garden,back,0.36635515093803406,0.3407171666622162
yard,back,0.3964933753013611,0.3229750990867615
step,back,0.5196276903152466,0.3439352214336395
bedroom,back,0.38085514307022095,nan
corner,back,0.47118890285491943,0.2986471652984619
fence,back,0.34003037214279175,0.27065467834472656
chair,back,0.44080355763435364,0.3835741877555847
wall,back,0.4427732825279236,0.44787538051605225
page,back,0.31238359212875366,0.06122139096260071
cellar,back,0.3053598999977112,0.07226483523845673
line,back,0.4651317596435547,0.27134445309638977
leg,back,0.4467630386352539,0.3487994372844696
hoe,back,0.3374755382537842,0.03882937878370285
plate,back,0.4094720482826233,0.41021525859832764
room,back,0.39858174324035645,0.3399254381656647
row,back,0.45812222361564636,0.2042321264743805
shoe,wet,0.4284278154373169,0.0629812628030777
girl,wet,0.3578146994113922,0.06432640552520752
grandpa,wet,0.26543477177619934,-0.13237103819847107
slab,wet,0.3672862648963928,nan
ball,wet,0.36853882670402527,-0.04272901266813278
pants,wet,0.508388876914978,0.21406535804271698
kiss,wet,0.4228113293647766,-0.04694407433271408
rain,wet,0.5767608880996704,0.11493943631649017
hair,wet,0.43907442688941956,0.28495556116104126
day,wet,0.40894976258277893,0.04409924894571304
bird,wet,0.3167862594127655,-0.19057060778141022
soaking,wet,0.5822429656982422,0.2981458008289337
washing,wet,0.5322158336639404,0.4465440809726715
whisker,wet,0.28959089517593384,nan
bucket,wet,0.4577033519744873,-0.12996864318847656
man,wet,0.35393160581588745,-0.10985133051872253
wipe,wet,0.40902599692344666,0.342536062002182
clothes,wet,0.4550209641456604,0.2152928113937378
sand,wet,0.48292893171310425,0.14934349060058594
wash,wet,0.5574785470962524,0.31623250246047974
towel,wet,0.489993155002594,0.2520187199115753
floor,wet,0.42916586995124817,0.16280612349510193
diaper,wet,0.4478228688240051,0.15154001116752625
tarmac,wet,0.3573378324508667,nan
hand,wet,0.4123721420764923,0.05613991990685463
baby,wet,0.3776721656322479,-0.053431279957294464
face,wet,0.3624430000782013,0.0949510931968689
suit,wet,0.34675875306129456,0.14906464517116547
road,wet,0.38370493054389954,-0.02465466409921646
spot,wet,0.35954833030700684,-0.1326872706413269
shirt,wet,0.39214301109313965,0.08668653666973114
panty,wet,0.3189031481742859,nan
mommy,wet,0.3924524784088135,0.05262163653969765
snow,wet,0.4723679721355438,0.0894397497177124
glue,wet,0.4168671667575836,0.2546498477458954
filter,wet,0.3229804039001465,nan
rag,wet,0.5011671781539917,0.40084463357925415
foot,wet,0.4255329668521881,0.0529620423913002
water,wet,0.5186867117881775,0.11343856900930405
rug,wet,0.3395874500274658,0.03734663873910904
sty,turkey,0.31502479314804077,nan
chip,turkey,0.3802218437194824,0.7525340914726257
sandwich,turkey,0.43570858240127563,0.748139500617981
leg,turkey,0.44122880697250366,0.023902766406536102
breast,turkey,0.47195714712142944,nan
magnet,fridge,0.40473511815071106,0.16004891693592072
door,fridge,0.4597795605659485,0.4731757342815399
freezer,fridge,0.7644396424293518,0.6271626949310303
cooker,gas,0.4686363637447357,nan
fire,gas,0.4210488498210907,0.31108951568603516
pipe,gas,0.509424090385437,0.5063270330429077
station,gas,0.5013961791992188,0.5346004962921143
cooking,gas,0.4425245523452759,0.18469537794589996
man,gas,0.4304521083831787,0.342321515083313
mask,gas,0.4093785285949707,0.7006725072860718
bill,gas,0.4388532042503357,0.6292949318885803
alligator,mother,0.3829159438610077,0.36270666122436523
pig,mother,0.4386030435562134,0.325558066368103
bear,mother,0.4066465497016907,0.35360029339790344
triangle,oval,0.38040879368782043,0.6407281160354614
face,oval,0.3195207715034485,0.11463600397109985
ball,oval,0.46006229519844055,0.04369542747735977
circle,oval,0.4547094702720642,0.45844489336013794
piece,oval,0.3300637900829315,0.33577367663383484
switch,light,0.4325873553752899,0.21696430444717407
saber,light,0.37403014302253723,0.3661947250366211
lunch,light,0.30426353216171265,-0.02150280773639679
ball,light,0.3813076317310333,0.3822776675224304
green,light,0.5287735462188721,0.49795234203338623
wood,light,0.45591333508491516,0.20197699964046478
horse,light,0.38540005683898926,0.4933648705482483
hair,light,0.40491995215415955,0.17437125742435455
weight,light,0.4514668583869934,0.19111472368240356
grate,light,0.35791006684303284,nan
beam,light,0.5383827686309814,0.30709952116012573
orange,light,0.46916788816452026,0.37065619230270386
flashing,light,0.4961027204990387,0.313490629196167
car,light,0.35875052213668823,0.5165298581123352
bulb,light,0.5743070840835571,0.44056421518325806
ornament,dead,0.2918989062309265,0.14356794953346252
skin,dead,0.3536335527896881,0.3009187877178192
mommy,dead,0.3378719687461853,-0.34335610270500183
fish,dead,0.4365810453891754,0.22524812817573547
puppy,dead,0.33998727798461914,0.1598949283361435
fly,dead,0.37288907170295715,0.1815260946750641
one,dead,0.43962961435317993,-0.06826091557741165
brother,dead,0.4434816837310791,-0.09564468264579773
plant,dead,0.33005043864250183,0.2957921624183655
turtle,dead,0.3544938564300537,0.2391185760498047
worm,dead,0.3329926133155823,0.3658194839954376
guy,dead,0.3928537368774414,-0.059852235019207
obituary,dead,0.38957101106643677,nan
dad,dead,0.4036458134651184,-0.2456921637058258
battery,dead,0.27627918124198914,-0.011682447046041489
ant,dead,0.3051378130912781,0.2335355132818222
flower,dead,0.3558749556541443,0.3353336453437805
person,dead,0.4131655991077423,0.1396508812904358
brain,dead,0.3808974027633667,0.2950998544692993
cereal,dead,0.27081823348999023,0.17443428933620453
bug,dead,0.3372099995613098,0.09883027523756027
leaf,dead,0.3498413562774658,0.23034417629241943
horse,dead,0.42174452543258667,0.015413949266076088
man,dead,0.4622652530670166,0.08262046426534653
baby,dead,0.4241412878036499,-0.06493579596281052
shit,pigeon,0.384845107793808,nan
machine,candy,0.4412763714790344,0.3720360994338989
corn,candy,0.5116035342216492,0.7337192296981812
cane,candy,0.45018309354782104,0.30203282833099365
bar,candy,0.38189172744750977,0.5872069597244263
piece,candy,0.3618311583995819,0.2966013550758362
apple,candy,0.5360068678855896,0.5719588994979858
man,candy,0.3472038507461548,0.09281744807958603
gum,candy,0.573522686958313,0.5234267711639404
house,candy,0.4171407222747803,0.14206576347351074
dish,candy,0.34957781434059143,0.15819376707077026
bag,candy,0.4502909183502197,0.2122998833656311
gumball,candy,0.5668351650238037,nan
pot,jam,0.42047834396362305,0.5794289112091064
hallway,lighting,0.4052572250366211,nan
toy,music,0.44245070219039917,0.23982277512550354
book,music,0.4695240259170532,0.22319656610488892
instrument,music,0.4874574542045593,0.23837997019290924
room,music,0.4628504514694214,0.18572428822517395
note,music,0.33046454191207886,0.3253569006919861
box,music,0.3814706802368164,0.10731671750545502
hall,music,0.48324641585350037,0.1164507269859314
counter,kitchen,0.3530523180961609,0.3441235423088074
floor,kitchen,0.4914672374725342,0.3046821355819702
sink,kitchen,0.521579384803772,0.819290280342102
door,kitchen,0.5120490789413452,0.48448702692985535
table,kitchen,0.5250981450080872,0.49055445194244385
light,kitchen,0.3928918242454529,0.31364232301712036
water,kitchen,0.4723443388938904,0.5725334286689758
window,kitchen,0.4388197958469391,0.47563740611076355
net,kitchen,0.29408350586891174,0.45280081033706665
shovel,steam,0.4051584005355835,0.5666155815124512
engine,steam,0.5833044052124023,0.6474250555038452
roller,steam,0.4867084324359894,0.6819080114364624
stick,carrot,0.6439943313598633,0.0813983678817749
peel,carrot,0.44439321756362915,0.30910879373550415
cake,carrot,0.43958842754364014,0.6681429147720337
shirt,sleeve,0.5612193942070007,0.6439734697341919
shop,goods,0.5202122330665588,nan
drawer,file,0.43095827102661133,nan
daddy,dirty,0.3735508322715759,-0.028705663979053497
foot,dirty,0.3673191964626312,0.07273326069116592
water,dirty,0.42801356315612793,0.08633258938789368
tissue,dirty,0.35185033082962036,0.19711732864379883
bowl,dirty,0.26989468932151794,0.04022721201181412
crayon,dirty,0.32967519760131836,-0.05500805005431175
player,dirty,0.26315543055534363,-0.14520472288131714
banana,dirty,0.34655261039733887,-0.06397667527198792
cave,dirty,0.2871798872947693,0.11695936322212219
