,adjective,noun,article,adj_article,prob,is_multi_token
1082,police,car,a,a,0.030038708820939064,False
1083,tan,lotion,,,0.00016480633348692209,False
1084,rectangle,diamond,a,a,6.213182368448429e-13,True
1085,baby,basket,a,a,0.002893820870667696,False
1086,broken,piece,a,a,0.0001231382047990337,False
1087,thick,person,a,a,5.613559324046946e-07,False
1088,fish,book,a,a,2.1182659111218527e-05,False
1089,purple,lollipop,a,a,0.0026081237010657787,False
1090,hot,pot,a,a,0.01270235888659954,False
1091,hall,servant,a,a,0.0017854375764727592,False
1092,crispy,piece,a,a,1.6424870950910095e-11,True
1093,dictionary,writer,a,a,5.145605882717064e-06,False
1094,thick,sandwich,a,a,0.00043248990550637245,False
1095,square,block,a,a,0.00012106075882911682,False
1096,puppy,dog,a,a,0.018596427515149117,False
1097,farmer,truck,a,a,0.00021379973622970283,False
1098,yellow,baby,a,a,0.00023688672808930278,False
1099,hot,plastic,,,0.0012676221085712314,False
1100,hot,mommy,a,a,0.00018786053988151252,False
1101,mud,puddle,a,a,0.10103774815797806,False
1102,arcade,music,,,3.1245785066857934e-05,False
1103,green,field,a,a,0.0004269381461199373,False
1104,cocktail,side,a,a,4.439336294126406e-07,False
1105,telephone,box,a,a,0.0012666699476540089,False
1106,quarter,inch,an,a,0.017504213377833366,False
1107,coffee,cake,a,a,0.0022508453112095594,False
1108,picnic,meal,a,a,0.003697838168591261,False
1109,ice,tea,,,0.003528623841702938,False
1110,baby,spoon,a,a,0.0005244057974778116,False
1111,yellow,page,a,a,0.00022002402693033218,False
1112,crystal,cave,a,a,0.001978960121050477,False
1113,light,wood,,,0.004923917818814516,False
1114,green,finger,a,a,0.00029880122747272253,False
1115,block,building,a,a,0.0005373278982006013,False
1116,baby,doll,a,a,0.08024033159017563,False
1117,elephant,trumpeting,,,0.0002035358193097636,False
1118,yellow,rain,,,0.00041249330388382077,False
1119,yard,clipping,a,a,2.8073607154510682e-06,False
1120,back,garden,a,a,0.0008422355749644339,False
1121,green,path,a,a,0.0050434148870408535,False
1122,red,cutter,a,a,0.0006015526596456766,False
1123,snow,ninja,a,a,0.0016873053973540664,False
1124,nose,guy,a,a,0.00014095821825321764,False
1125,airplane,ride,a,an,0.00034846251946873963,False
1126,fish,jump,a,a,0.00019162276294082403,False
1127,green,overalls,,,0.00010899069457082078,False
1128,stump,grinder,a,a,8.830204023979604e-05,False
1129,singing,mama,a,a,0.00018865213496610522,False
1130,pink,clothes,,,0.00014075360377319157,False
1131,dirty,hand,a,a,0.00024104515614453703,False
1132,drum,stick,a,a,0.0005116414977237582,False
1133,bear,cave,a,a,0.011301049962639809,False
1134,green,pants,,,0.0017748753307387233,False
1135,hot,bun,a,a,0.0021940108854323626,False
1136,pink,satin,,,0.03563229367136955,False
1137,daddy,ear,an,a,7.1070148806029465e-06,False
1138,varnish,paint,,,5.528944741708746e-09,True
1139,silver,car,a,a,0.0014514026697725058,False
1140,giant,puzzle,a,a,0.0012707703281193972,False
1141,red,pot,a,a,0.005926088895648718,False
1142,guy,wizard,a,a,2.718161886150483e-05,False
1143,red,door,a,a,0.0074004135094583035,False
1144,picture,frame,a,a,0.005993626546114683,False
1145,infant,teacher,a,an,0.00014878567890264094,False
1146,lizard,mom,a,a,5.407132448453922e-06,False
1147,lion,dung,,,0.0004391116090118885,False
1148,orange,nose,a,an,0.0006700305384583771,False
1149,puzzle,pile,a,a,0.0005374000174924731,False
1150,hot,fire,,,0.0010136228520423174,False
1151,iron,sword,a,an,0.02417583391070366,False
1152,gold,map,a,a,7.047399321891135e-07,False
1153,grandfather,clock,a,a,0.004502835217863321,False
1154,whisky,drop,a,a,1.9016682699657395e-06,False
1155,paint,brush,a,a,0.011147192679345608,False
1156,solid,rain,,,0.00011490095494082198,False
1157,human,body,a,a,0.0194088127464056,False
1158,dead,plant,a,a,0.0009277075878344476,False
1159,tea,cup,a,a,6.516544090118259e-05,False
1160,dirty,blanket,a,a,0.0009189803968183696,False
1161,chip,machine,a,a,2.378823046456091e-05,False
1162,leopard,seal,a,a,2.4213692086050287e-05,False
1163,baby,leaf,a,a,0.0003200520877726376,False
1164,yellow,circle,a,a,0.00045461009722203016,False
1165,food,chain,a,a,0.022677455097436905,False
1166,fire,exit,an,a,0.0023209513165056705,False
1167,mutant,peacock,a,a,2.361021643082495e-06,False
1168,red,drum,a,a,6.520015449495986e-05,False
1169,yellow,parrot,a,a,0.00767689710482955,False
1170,dirty,plate,a,a,0.0001885740493889898,False
1171,round,track,a,a,3.276776988059282e-05,False
1172,slippery,sock,a,a,0.00021708887652494013,False
1173,baby,dog,a,a,0.00305733154527843,False
1174,paw,print,a,a,0.0004125257837586105,False
1175,red,towel,a,a,0.0061712744645774364,False
1176,guy,robot,a,a,0.0002469780156388879,False
1177,red,stripe,a,a,0.2835727334022522,False
1178,dirty,pants,,,0.0015350424218922853,False
1179,red,track,a,a,0.00016343669267371297,False
1180,meteor,crater,a,a,0.011871128343045712,False
1181,carpet,shop,a,a,0.00012185661762487143,False
1182,green,candy,,,0.0015627843094989657,False
1183,thorn,bush,a,a,0.00020625231263693422,False
1184,hand,bag,a,a,0.0035134346690028906,False
1185,yellow,line,a,a,0.018220627680420876,False
1186,green,frosting,,,0.01544769387692213,False
1187,square,pan,a,a,1.4571841347787995e-05,False
1188,pointy,tree,a,a,1.2894934342341147e-10,True
1189,purple,necklace,a,a,0.0018166926456615329,False
1190,cotton,candy,,,0.044520020484924316,False
1191,top,hat,a,a,0.07469715923070908,False
1192,potato,plant,a,a,7.162412657635286e-05,False
1193,color,popsicle,a,a,1.6180116290342994e-05,False
1194,red,hole,a,a,0.006809437181800604,False
1195,wall,clock,a,a,0.01956017129123211,False
1196,tea,pot,a,a,0.005472281482070684,False
1197,frog,toy,a,a,0.00019737319962587208,False
1198,blooming,herb,a,a,5.1209225104764733e-11,True
1199,bottom,shelf,a,a,0.02398551069200039,False
1200,cup,cake,a,a,0.00014279466995503753,False
1201,pink,brush,a,a,0.0005235097487457097,False
1202,purple,boot,a,a,0.00023114531359169632,False
1203,fruit,snack,a,a,0.0008266530930995941,False
1204,brown,coffee,,,0.0012942773755639791,False
1205,yellow,sleeve,a,a,0.0010099164210259914,False
1206,umbrella,handle,a,an,7.553128671133891e-05,False
1207,purple,tower,a,a,5.206025889492594e-05,False
1208,hot,cocoa,,,0.10195644199848175,False
1209,animal,cracker,a,an,0.001044917618855834,False
1210,broken,bridge,a,a,0.0003781032864935696,False
1211,kid,scissors,,,0.00021251049474813044,False
1212,dog,book,a,a,0.000618654943536967,False
1213,furnishings,gift,a,a,1.8009784525929717e-06,False
1214,man,face,a,a,0.00033718530903570354,False
1215,light,horse,a,a,0.017900606617331505,False
1216,phone,ring,a,a,0.0017813119338825345,False
1217,red,top,a,a,0.00021984519844409078,False
1218,kids,block,a,a,5.620896990876645e-05,False
1219,giant,mess,a,a,0.0002011037286138162,False
1220,rolling,robot,a,a,0.00025200212257914245,False
1221,elephant,eye,an,an,0.000450827443273738,False
1222,lounge,window,a,a,8.463737685815431e-06,False
1223,green,strawberry,a,a,0.008774111978709698,False
1224,oven,door,a,an,0.00011975043162237853,False
1225,dirty,girl,a,a,0.0010413917480036616,False
1226,camera,man,a,a,0.0005763277295045555,False
1227,maple,syrup,,,0.6170410513877869,False
1228,pink,dinosaur,a,a,0.00022950513812247664,False
1229,traffic,jam,,,0.02148285321891308,False
1230,mail,card,a,a,0.0005079820984974504,False
1231,rope,ladder,a,a,0.03093372844159603,False
1232,broken,cracker,a,a,0.0001520814694231376,False
1233,wooden,button,a,a,2.269781725772191e-05,False
1234,flat,edge,an,a,0.0004476095491554588,False
1235,kid,toy,a,a,0.012373968958854675,False
1236,milk,man,a,a,0.0002787737175822258,False
1237,dancing,troop,a,a,4.316855665820185e-06,False
1238,sinus,infection,an,a,4.5730314939711296e-10,True
1239,back,yard,a,a,0.0365530364215374,False
1240,arm,pit,a,an,1.9996090486529283e-05,False
1241,guy,talking,,,5.8633439039113e-05,False
1242,day,game,a,a,0.00011768437980208546,False
1243,photo,album,an,a,0.0009869018103927374,False
1244,outside,guy,a,an,4.5663568016607314e-05,False
1245,spaghetti,meatball,a,a,0.0001756227429723367,False
1246,kitchen,sink,a,a,0.04385518655180931,False
1247,corner,piece,a,a,0.00023825258540455252,False
1248,purple,octagon,an,a,0.0005545002641156316,False
1249,diving,board,a,a,0.00019537883053999394,False
1250,garden,worm,a,a,0.01205436047166586,False
1251,bright,star,a,a,0.004325231071561575,False
1252,patio,door,a,a,0.0005933064967393875,False
1253,brown,eye,an,a,0.0024150179233402014,False
1254,banana,bread,,,0.0009237154736183584,False
1255,enamel,shell,a,an,3.942574949178379e-06,False
1256,furry,tummy,a,a,0.00015151019033510238,False
1257,solar,eclipse,an,a,0.6720007658004761,False
1258,purple,flower,a,a,0.017381293699145317,False
1259,drop,curtain,a,a,0.0008980674319900572,False
1260,bull,frog,a,a,0.006512602791190147,False
1261,purple,purse,a,a,0.0006755003705620766,False
1262,video,camera,a,a,0.20280398428440094,False
1263,orange,animal,an,an,1.637500417928095e-06,False
1264,rag,doll,a,a,0.028325626626610756,False
1265,yellow,sun,,,0.00923493504524231,False
1266,clothes,hamper,a,a,0.0007635453948751092,False
1267,cookie,cutter,a,a,0.0013183602131903172,False
1268,green,bow,a,a,0.002229948528110981,False
1269,plastic,card,a,a,0.00011993118823738769,False
1270,giant,shoe,a,a,0.0005336438771337271,False
1271,pink,pipe,a,a,0.00044927079579792917,False
1272,orange,skittle,a,an,0.0009028480271808803,False
1273,head,louse,a,a,0.0009338975069113076,False
1274,purple,candy,,,0.0004384305502753705,False
1275,orange,square,a,an,0.0012865534517914057,False
1276,cooker,gas,,,6.068728469546883e-10,True
1277,locked,closet,a,a,0.0005460937391035259,False
1278,red,ant,an,a,0.009485370479524136,False
1279,box,office,an,a,0.011984830722212791,False
1280,orange,frog,a,an,0.0012628447730094194,False
1281,mop,head,a,a,2.3712215988329703e-10,True
1282,puppy,doggy,a,a,0.0005795522592961788,False
1283,tool,repair,a,a,0.0028554084710776806,False
1284,color,page,a,a,0.00026302607147954404,False
1285,hip,bone,a,a,0.015144783072173595,False
1286,red,ladybug,a,a,0.004905673209577799,False
1287,red,wheel,a,a,0.0013521258952096105,False
1288,purple,bat,a,a,0.0017230239463970065,False
1289,cake,shop,a,a,0.0011923137353733182,False
1290,picture,hook,a,a,2.363583007536363e-05,False
1291,crusty,roll,a,a,1.4783648600620662e-11,True
1292,bright,tail,a,a,0.0008996477699838579,False
1293,daddy,gorilla,a,a,0.00044440897181630135,False
1294,ladies,toilet,a,a,0.0013624440180137753,False
1295,gravel,pile,a,a,0.0002355420438107103,False
1296,dog,stand,a,a,0.00023324850189965218,False
1297,clock,piece,a,a,0.000673606526106596,False
1298,yellow,shirt,a,a,0.006387720815837383,False
1299,velvety,horse,a,a,9.062972324531645e-10,True
1300,purple,cabbage,a,a,0.00398918567225337,False
1301,dirty,mouth,a,a,0.00010802331962622702,False
1302,top,trainer,a,a,0.0003535579890012741,False
1303,birth,present,a,a,3.336928102726233e-06,False
1304,dark,sky,a,a,0.008229735307395458,False
1305,coffee,milk,,,0.001542616868391633,False
1306,baby,bounce,a,a,0.0015375458169728518,False
1307,scar,scar,a,a,0.0009064049809239805,False
1308,battery,drawer,a,a,0.0011978310067206621,False
1309,circus,truck,a,a,0.00014171868679113686,False
1310,room,table,a,a,0.0009914496913552284,False
1311,boa,constrictor,a,a,2.123610108215885e-09,True
1312,car,transporter,a,a,0.002723619109019637,False
1313,bleeding,finger,a,a,0.00012986754882149398,False
1314,human,head,a,a,0.0008131490321829915,False
1315,ball,bounce,a,a,0.0009542173938825727,False
1316,yellow,light,a,a,0.004677587188780308,False
1317,tree,trunk,a,a,0.18729956448078156,False
1318,ball,bearing,,,0.0008932423079386353,False
1319,sweat,gland,a,a,0.0086329635232687,False
1320,call,line,a,a,1.781980074611056e-07,False
1321,bin,liner,a,a,0.00014664381160400808,False
1322,red,brush,a,a,0.004641158506274223,False
1323,digger,truck,a,a,1.0647610906744376e-05,False
1324,shovel,honey,,,3.5800752812065184e-05,False
1325,cheese,pie,a,a,0.0017509545432403684,False
1326,night,spider,a,a,0.00036246012314222753,False
1327,store,lady,a,a,7.798472324793693e-06,False
1328,teddy,bear,a,a,0.007626401726156473,False
1329,medication,honey,,,1.96243854588829e-06,False
1330,school,book,a,a,0.002024476183578372,False
1331,goldfish,day,a,a,6.639381058875162e-11,True
1332,toy,boy,a,a,0.0006852478836663067,False
1333,pink,girl,a,a,0.0009521639440208673,False
1334,people,town,a,a,2.0436904378584586e-05,False
1335,worm,soup,,,0.00031973165459930897,False
1336,pink,worm,a,a,0.0031748954206705093,False
1337,egg,shell,a,an,0.004243487957865,False
1338,baby,song,a,a,0.0007331592496484518,False
1339,furry,face,a,a,8.031160541577265e-05,False
1340,brown,mountain,a,a,0.004139774478971958,False
1341,red,coloring,,,0.002451402833685279,False
1342,patio,barbecue,a,a,8.897146472008899e-05,False
1343,blonde,hair,,,0.022058241069316864,False
1344,top,lid,a,a,0.0008179376018233597,False
1345,wooden,reel,a,a,0.000209517587791197,False
1346,iron,leg,a,an,0.0001413736172253266,False
1347,baby,crayon,a,a,0.0010669194161891937,False
1348,train,line,a,a,0.0003572121786419302,False
1349,birth,day,a,a,0.00011705595534294844,False
1350,doctor,kit,a,a,3.842175999579922e-07,False
1351,door,key,a,a,0.0003395621897652745,False
1352,bus,fare,a,a,0.04028895124793053,False
1353,solid,piece,a,a,7.906348764663562e-05,False
1354,fish,soup,,,0.01606292463839054,False
1355,princess,bed,a,a,0.00011962578719248995,False
1356,top,edge,an,a,0.0007325037149712443,False
1357,turkey,sandwich,a,a,0.00929244514554739,False
1358,timer,switch,a,a,7.421027112286538e-05,False
1359,red,mouse,a,a,0.013336755335330963,False
1360,green,garbage,,,0.0037053616251796484,False
1361,wet,bird,a,a,0.0002754829765763134,False
1362,yellow,pepper,a,a,0.0017551914788782597,False
1363,dalmatian,dog,a,a,3.6567822466398896e-18,True
1364,red,fence,a,a,0.001953747123479843,False
1365,daddy,pirate,a,a,8.387165144085884e-05,False
1366,brown,clump,a,a,0.0019213943742215633,False
1367,red,airplane,an,a,0.0011911833425983787,False
1368,military,police,,,0.0041321925818920135,False
1369,red,orange,an,a,0.01477590762078762,False
1370,bear,hunt,a,a,0.0008152190130203962,False
1371,red,triangle,a,a,0.01359462458640337,False
1372,gas,station,a,a,0.0004813142295461148,False
1373,pink,flamingo,a,a,0.0007084803655743599,False
1374,yellow,tree,a,a,0.0007532978197559714,False
1375,satellite,dish,a,a,0.0031804281752556562,False
1376,cigar,smoking,,,0.00036193401319906116,False
1377,dance,music,,,0.0016442814376205206,False
1378,candy,bar,a,a,0.003074729349464178,False
1379,egg,box,a,an,0.0011111474595963955,False
1380,sand,box,a,a,0.00012563563359435648,False
1381,pet,cage,a,a,1.5272471500793472e-05,False
1382,yellow,coral,,,0.0028160421643406153,False
1383,dark,hair,,,0.15944339334964752,False
1384,vegetable,oil,,,0.00893593393266201,False
1385,green,picture,a,a,0.00015818965039215982,False
1386,green,baby,a,a,0.000328889989759773,False
1387,pant,leg,a,a,3.4051853000973105e-12,True
1388,hedge,cutter,a,a,1.3425315046333708e-05,False
1389,beef,hash,a,a,8.83154061739333e-05,False
1390,plastic,box,a,a,0.0005119958659633994,False
1391,green,nose,a,a,0.0008692125556990504,False
1392,brown,sauce,,,0.002639740938320756,False
1393,yellow,coloring,,,0.0017767844256013632,False
1394,hot,lunch,a,a,0.000315714132739231,False
1395,fish,stall,a,a,0.0037575154565274715,False
1396,wire,sandwich,a,a,0.00014578108675777912,False
1397,bright,color,a,a,0.0031982320360839367,False
1398,bathroom,window,a,a,0.003544255392625928,False
1399,hot,ride,a,a,0.0067903874441981316,False
1400,tub,seat,a,a,1.565023558214307e-05,False
1401,draw,picture,a,a,4.974526382284239e-05,False
1402,water,pipe,a,a,0.01575702615082264,False
1403,safari,hat,a,a,5.8768178860191256e-05,False
1404,hot,seat,a,a,0.00813678465783596,False
1405,top,step,a,a,0.0019636154174804688,False
1406,spider,ring,a,a,3.55386728188023e-05,False
1407,bottom,corner,a,a,0.004914262797683477,False
1408,cotton,ball,a,a,0.003188063856214285,False
1409,record,button,a,a,0.0002626600326038897,False
1410,doll,baby,a,a,0.0004775587876792997,False
1411,cat,product,a,a,6.390443741111085e-05,False
1412,rusty,bucket,a,a,0.00033006921876221895,False
1413,gun,runner,a,a,7.237179670482874e-05,False
1414,washing,machine,a,a,0.03150457888841629,False
1415,naked,butt,a,a,0.0013778690481558442,False
1416,cabbage,leaf,a,a,0.004113009199500084,False
1417,dirty,sock,a,a,0.005145951174199581,False
1418,karate,chop,a,a,0.024543380364775658,False
1419,yard,tent,a,a,1.0803420082083903e-05,False
1420,goat,boy,a,a,0.0009220780921168625,False
1421,father,duck,a,a,1.781345963536296e-05,False
1422,pink,rattle,a,a,1.947159216797445e-05,False
1423,witch,hair,,,6.1457585616153665e-06,False
1424,crane,station,a,a,6.812166247982532e-05,False
1425,toy,store,a,a,0.008314077742397785,False
1426,dark,ball,a,a,4.0155362512450665e-05,False
1427,pink,corner,a,a,0.00028710506740026176,False
1428,truck,piece,a,a,1.713504025246948e-05,False
1429,red,jumper,a,a,0.0001381940528517589,False
1430,pink,dot,a,a,0.0006257931818254292,False
1431,money,card,a,a,0.0010940127540379763,False
1432,teapot,water,,,3.51893387398252e-11,True
1433,chocolate,cake,a,a,0.03972102329134941,False
1434,person,game,a,a,1.0920671229541767e-05,False
1435,sea,urchin,an,a,0.8010833263397217,False
1436,red,broccoli,,,0.008600926958024502,False
1437,bus,ticket,a,a,0.02845408394932747,False
1438,rock,pool,a,a,0.0002766448596958071,False
1439,red,dragon,a,a,0.06491416692733765,False
1440,movie,camera,a,a,0.002414054935798049,False
1441,flat,mouth,a,a,6.209590355865657e-05,False
1442,salmon,leaping,a,a,0.000277989252936095,False
1443,outside,person,a,an,0.00012104192865081131,False
1444,tin,tray,a,a,0.0004602301924023777,False
1445,hand,glove,a,a,0.0032104335259646177,False
1446,scout,group,a,a,0.000391857058275491,False
1447,guy,beard,a,a,0.00024930373183451593,False
1448,silver,beard,a,a,0.006259544286876917,False
1449,smoke,stack,a,a,0.0001333024410996586,False
1450,rain,glasses,,,0.0015289337607100606,False
1451,zucchini,plant,a,a,1.4012903272008732e-22,True
1452,purple,bud,a,a,0.0017223730683326721,False
1453,cash,till,a,a,4.989627268514596e-05,False
1454,pink,dragon,a,a,0.002416095929220319,False
1455,girl,case,a,a,0.00012344520655460656,False
1456,orange,cutter,a,an,2.4163977286661975e-05,False
1457,kitchen,door,a,a,0.00316615984775126,False
1458,pear,skin,,,0.00023260811576619744,False
1459,dirty,hamper,a,a,0.0008006165153346956,False
1460,orange,sunset,a,an,0.000907275709323585,False
1461,hot,wood,,,0.00012301519745960832,False
1462,dirty,penny,a,a,0.0011541260173544288,False
1463,dirty,cup,a,a,1.0598272638162598e-05,False
1464,apple,oatmeal,,,0.001698103966191411,False
1465,olive,green,,,0.0023156078532338142,False
1466,pear,juice,,,0.0015034228563308716,False
1467,water,spout,a,a,0.003573019290342927,False
1468,bacon,crisp,a,a,0.0013130360748618841,False
1469,knife,edge,an,a,0.0024286077823489904,False
1470,green,crunch,a,a,0.0003074733540415764,False
1471,doggy,bone,a,a,6.25737319254494e-10,True
1472,yellow,eye,an,a,0.00195999420247972,False
1473,yellow,apple,an,a,0.004257954657077789,False
1474,farm,channel,a,a,8.204764890251681e-05,False
1475,boy,seat,a,a,8.879404776962474e-05,False
1476,machine,chap,a,a,4.39879804616794e-05,False
1477,eye,ball,a,an,0.000636092503555119,False
1478,thick,branch,a,a,1.756419806042686e-05,False
1479,sunny,path,a,a,0.00013217603554949164,False
1480,back,step,a,a,0.004433455877006054,False
1481,brown,tail,a,a,0.010977992787957191,False
1482,gravel,border,a,a,1.1502543202368543e-06,False
1483,pink,tights,,,0.004116122145205736,False
1484,store,room,a,a,0.004170421976596117,False
1485,frog,outfit,an,a,8.557599358027801e-05,False
1486,yellow,hay,,,0.00013117202615831047,False
1487,red,strawberry,a,a,0.013051076792180538,False
1488,dead,turtle,a,a,0.000672491267323494,False
1489,inch,square,a,an,1.488707880525908e-06,False
1490,shell,suit,a,a,0.00013683254655916244,False
1491,honey,doll,a,a,0.001153045566752553,False
1492,ceiling,rose,a,a,8.286056072392967e-06,False
1493,baby,meat,,,0.003079313552007079,False
1494,flat,surface,a,a,0.0013479989720508456,False
1495,fat,head,a,a,0.0003380126436240971,False
1496,circus,officer,an,a,7.989916639417061e-07,False
1497,sweet,baby,a,a,0.004715324379503727,False
1498,purple,grape,a,a,0.0013311110669746995,False
1499,pencil,eraser,an,a,0.16137509047985077,False
1500,tie,back,a,a,1.823780985432677e-05,False
1501,massage,table,a,a,0.00019811575475614518,False
1502,orange,leaf,a,an,0.0012213538866490126,False
1503,sand,sheep,a,a,0.00012446775508578867,False
1504,red,side,a,a,0.0008012633770704269,False
1505,red,caboose,a,a,0.0012988272355869412,False
1506,pink,window,a,a,0.00013655208749696612,False
1507,sweet,pea,a,a,0.14546693861484528,False
1508,orange,angelfish,an,an,0.001867582555860281,False
1509,cork,tile,a,a,5.8009045460494235e-05,False
1510,bleeding,head,a,a,0.0001479310158174485,False
1511,brown,fur,,,0.002661746693775058,False
1512,mommy,elephant,an,a,8.403600872952666e-07,False
1513,daddy,glasses,,,3.1248673622030765e-05,False
1514,round,tree,a,a,0.0006052707321941853,False
1515,red,bear,a,a,0.012567213736474514,False
1516,laundry,basket,a,a,0.005302008707076311,False
1517,egg,white,,,0.0002509690239094198,False
1518,peacock,body,a,a,2.6924833491648315e-06,False
1519,green,plant,a,a,5.779650018666871e-05,False
1520,dead,worm,a,a,0.0026592593640089035,False
1521,dog,food,,,0.026471752673387527,False
1522,wine,sherry,,,0.00026413294835947454,False
1523,swimming,guy,a,a,8.516591151419561e-06,False
1524,sign,gate,a,a,2.946991799035459e-06,False
1525,animal,magazine,a,an,0.0007251983042806387,False
1526,furry,fuzzy,a,a,4.751413507619873e-05,False
1527,dinosaur,hunt,a,a,0.00010460968042025343,False
1528,food,shopping,,,0.005580252036452293,False
1529,draw,bridge,a,a,0.00019132216402795166,False
1530,bath,door,a,a,0.00012922566384077072,False
1531,triangle,piece,a,a,6.616158498218283e-05,False
1532,baby,brother,a,a,0.001950979931280017,False
1533,purple,boxcar,a,a,0.0007475990569218993,False
1534,broken,arm,an,a,0.011669914238154888,False
1535,sickle,cell,a,a,7.611668526216587e-09,True
1536,snow,boot,a,a,0.0007486016256734729,False
1537,orange,heart,a,an,2.478806345607154e-05,False
1538,hot,chicken,a,a,0.0019382918253540993,False
1539,ash,tray,a,an,0.00033567313221283257,False
1540,radio,cassette,a,a,0.0007172529003582895,False
1541,gold,reindeer,a,a,0.0010569647420197725,False
1542,unbuttoned,jacket,a,an,1.4123506151456923e-22,True
1543,cigar,box,a,a,0.0015937371645122766,False
1544,frozen,water,,,0.0010063373483717442,False
1545,red,fruit,a,a,0.0021163695491850376,False
1546,yellow,drum,a,a,6.111316906753927e-05,False
1547,lighter,hair,,,0.00028707663295790553,False
1548,mashed,potato,a,a,2.4585110332661754e-10,True
1549,oat,porridge,,,9.64440837223792e-10,True
1550,festival,company,a,a,6.861236761324108e-05,False
1551,flat,piece,a,a,8.188492938643321e-05,False
1552,college,downtown,a,a,0.0006054951809346676,False
1553,pony,tail,a,a,0.0004247325414326042,False
1554,giant,thorn,a,a,0.00011604432802414522,False
1555,sunny,spot,a,a,0.002958424622192979,False
1556,orange,pants,,,0.0003994699218310416,False
1557,vanilla,chocolate,,,0.0058696214109659195,False
1558,cheese,pizza,,,0.013957971706986427,False
1559,circus,animal,an,a,0.0002579299034550786,False
1560,plastic,circle,a,a,3.4764092561090365e-05,False
1561,chicken,dance,a,a,2.7714124826161424e-06,False
1562,chicken,finger,a,a,9.471196244703606e-05,False
1563,green,piece,a,a,0.0004291087097954005,False
1564,green,salad,a,a,0.031364914029836655,False
1565,brown,grey,,,5.7408436987316236e-05,False
1566,tea,bag,a,a,0.004787100944668055,False
1567,top,floor,a,a,0.004202176351100206,False
1568,dinosaur,movie,a,a,5.58442616238608e-06,False
1569,pink,lollypop,a,a,0.00957239419221878,False
1570,fish,food,,,0.003706354880705476,False
1571,night,shirt,a,a,0.0010513399029150605,False
1572,puppy,mom,a,a,1.1620821169344708e-05,False
1573,purple,sand,,,0.0005364078679122031,False
1574,yellow,train,a,a,0.0002775454195216298,False
1575,pepperoni,pizza,,,6.613679239913396e-10,True
1576,yellow,leaf,a,a,0.002380003221333027,False
1577,mommy,deer,a,a,1.4500460565614048e-07,False
1578,ear,plug,a,an,0.011279257945716381,False
1579,bird,box,a,a,0.00030846925801597536,False
1580,back,bedroom,a,a,0.003408238524571061,False
1581,food,pea,a,a,0.0004179751849733293,False
1582,adult,alligator,an,an,0.001136733335442841,False
1583,broken,foot,a,a,0.0010331851663067937,False
1584,soccer,player,a,a,0.02041488327085972,False
1585,garbage,feast,a,a,3.2806849503685953e-06,False
1586,red,cake,a,a,0.0026929271407425404,False
1587,wet,soaking,a,a,0.0028377901762723923,False
1588,bear,boob,a,a,0.00010960455983877182,False
1589,dam,bush,a,a,8.089678971145986e-08,False
1590,dead,guy,a,a,0.00709316274151206,False
1591,face,pumpkin,a,a,2.9554375942097977e-05,False
1592,primrose,oil,,,1.6558838936700485e-17,True
1593,top,bunk,a,a,0.06230226159095764,False
1594,red,popsicle,a,a,0.0034625884145498276,False
1595,daddy,tape,a,a,7.758396236567933e-07,False
1596,land,horse,a,a,0.00037607079138979316,False
1597,dog,collar,a,a,0.04324829950928688,False
1598,turtle,tank,a,a,1.850105581979733e-05,False
1599,yellow,key,a,a,2.373189272475429e-05,False
1600,night,light,a,a,0.0025850883685052395,False
1601,book,honey,,,6.583876529475674e-05,False
1602,top,gear,a,a,0.017788851633667946,False
1603,pink,bird,a,a,0.0005056591471657157,False
1604,alloy,wheel,a,an,0.0002273522550240159,False
1605,brown,leaf,a,a,0.0008723373175598681,False
1606,test,barometer,a,a,0.0005195974954403937,False
1607,baby,book,a,a,0.0001407915842719376,False
1608,plum,pudding,,,0.051849909126758575,False
1609,press,record,a,a,1.6879441773198778e-06,False
1610,green,apple,an,a,0.010314589366316795,False
1611,workshop,downtown,a,a,3.9192700569401495e-06,False
1612,boy,voice,a,a,3.807290340773761e-05,False
1613,dirty,fox,a,a,1.2788447747880127e-05,False
1614,property,market,a,a,0.00109766679815948,False
1615,washing,powder,,,0.00020963462884537876,False
1616,block,cheese,,,1.594362584000919e-05,False
1617,pink,tube,a,a,0.0008376572513952851,False
1618,train,fare,a,a,0.017364926636219025,False
1619,dead,obituary,an,a,7.544997970398981e-06,False
1620,snow,man,a,a,0.00042173280962742865,False
1621,farmer,overalls,,,5.018591764383018e-07,False
1622,roast,beef,,,0.04529246315360069,False
1623,ironing,board,a,an,4.450507400546624e-10,True
1624,broken,string,a,a,0.0004334654950071126,False
1625,wine,glasses,,,0.015860391780734062,False
1626,birth,date,a,a,0.009772679768502712,False
1627,bottom,one,a,a,0.0002723800716921687,False
1628,spider,monkey,a,a,0.017753906548023224,False
1629,farm,puppet,a,a,6.14490345469676e-05,False
1630,wash,room,a,a,0.0008187670027837157,False
1631,red,ball,a,a,0.00439919950440526,False
1632,dust,wagon,a,a,0.00016247744497377425,False
1633,gold,fish,a,a,0.0006295019993558526,False
1634,burnt,finger,a,a,1.583160337759182e-05,False
1635,horse,box,a,a,0.0001612709602341056,False
1636,mummy,shout,a,a,3.202959533155081e-07,False
1637,velcro,latch,a,a,8.127170316640424e-18,True
1638,curb,stone,a,a,7.617249502800405e-05,False
